Date,Day,Month,Year,PM25,PM10,NO2,NH3,SO2,CO,Ozone,RH,WS,WD,SR,Temp,Dew,Pre,Season,IsWeekday,PM25_AQI,PM10_AQI,SO2_AQI,NO2_AQI,CO_AQI,Ozone_AQI,NH3_AQI,AQI
2017-04-24,24,4,2017,99.28,242.13,25.46,9.73,32.51,1.2,82.15,28.01,1.46,71.66,139.33,32.45,7.99,0.0,1,1,230.93333333333334,194.75333333333333,40.6375,31.825,60.0,82.15,9.73,230.93333333333334
2017-04-25,25,4,2017,117.41,287.93,29.29,9.25,34.752500000000005,1.25,93.36369791666624,26.57,1.53,71.84,143.32,31.53,6.65,0.0,1,1,291.3666666666667,237.93,43.440625000000004,36.6125,62.5,93.36369791666624,9.25,291.3666666666667
2017-04-26,26,4,2017,62.0,134.25,24.32,11.22,30.96,0.94,93.36369791666624,25.66,1.35,71.87,138.37,31.87,6.23,0.42,1,1,106.66666666666667,122.83333333333333,38.7,30.4,47.0,93.36369791666624,11.22,122.83333333333333
2017-04-27,27,4,2017,82.34,219.03,28.86,10.54,33.61,1.14,80.99,26.64,1.29,71.89,116.78,32.3,6.12,0.0,1,1,174.4666666666667,179.35333333333335,42.0125,36.075,56.99999999999999,80.99,10.54,179.35333333333335
2017-04-28,28,4,2017,47.72,197.43,28.23,9.52,34.752500000000005,1.18,75.06,27.27,1.2,71.88,129.83,32.64,8.48,1.33,1,1,79.53333333333333,164.95333333333332,43.440625000000004,35.2875,59.0,75.06,9.52,164.95333333333332
2017-04-29,29,4,2017,125.48,248.12,38.95,9.65,34.752500000000005,1.96,88.03,29.15,0.9,71.84,128.76,32.94,9.09,0.93,1,0,304.2153846153846,198.74666666666667,43.440625000000004,48.68750000000001,98.0,88.03,9.65,304.2153846153846
2017-04-30,30,4,2017,88.63,201.39,30.97,11.6,34.752500000000005,1.09,76.5,31.02,1.8,71.72,136.13,32.44,11.33,0.45,1,0,195.43333333333334,167.5933333333333,43.440625000000004,38.7125,54.5,76.5,11.6,195.43333333333334
2017-05-01,1,5,2017,93.55,212.85,37.35,10.82,34.752500000000005,2.04,74.13,27.8,0.93,71.86,144.83,31.94,2.87,0.02,1,1,211.83333333333331,175.23333333333335,43.440625000000004,46.6875,100.5,74.13,10.82,211.83333333333331
2017-05-02,2,5,2017,124.28,273.09,58.54,14.17,34.752500000000005,2.94,93.36369791666624,28.37,0.69,71.92,139.23,34.56,-0.84,0.0,1,1,303.2923076923077,223.08999999999997,43.440625000000004,73.175,111.75,93.36369791666624,14.17,303.2923076923077
2017-05-03,3,5,2017,144.15,322.9,47.78,16.52,34.752500000000005,1.64,48.55,29.73,1.04,72.02,95.85,34.67,4.28,0.15,1,1,318.5769230769231,272.9,43.440625000000004,59.725,82.0,48.55,16.52,318.5769230769231
2017-05-04,4,5,2017,125.27,291.23,32.89,14.79,34.752500000000005,1.32,86.83,31.14,1.31,71.82,142.33,32.98,7.37,1.11,1,1,304.05384615384617,241.23000000000002,43.440625000000004,41.1125,66.0,86.83,14.79,304.05384615384617
2017-05-05,5,5,2017,205.85,449.8,44.88,14.81,34.752500000000005,2.46,93.36369791666624,28.63,1.07,71.83,140.65,33.95,4.75,0.0,1,1,366.03846153846155,500.0,43.440625000000004,56.1,105.75,93.36369791666624,14.81,500.0
2017-05-06,6,5,2017,157.62,322.17,55.29,15.43,34.752500000000005,3.0304687499999985,93.36369791666624,30.64,0.71,122.41,138.22,34.94,4.8,0.0,1,0,328.9384615384615,272.17,43.440625000000004,69.1125,112.88085937499999,93.36369791666624,15.43,328.9384615384615
2017-05-07,7,5,2017,158.52,326.71,50.08,17.16,34.752500000000005,3.0304687499999985,93.36369791666624,28.87,0.77,238.48,136.41,36.49,3.03,0.0,1,0,329.63076923076926,276.71,43.440625000000004,62.599999999999994,112.88085937499999,93.36369791666624,17.16,329.63076923076926
2017-05-08,8,5,2017,186.58,416.01,51.23,15.75,34.752500000000005,1.91,93.36369791666624,24.4,0.92,233.56,130.13,36.96,6.55,0.0,1,1,351.2153846153846,382.5125,43.440625000000004,64.0375,95.5,93.36369791666624,15.75,382.5125
2017-05-09,9,5,2017,103.82,282.56,29.98,13.95,34.752500000000005,1.18,85.18,28.36,1.63,185.56,136.02,36.89,6.69,0.02,1,1,246.06666666666663,232.56,43.440625000000004,37.475,59.0,85.18,13.95,246.06666666666663
2017-05-10,10,5,2017,88.68,160.35,18.48,16.11,34.752500000000005,1.0,93.36369791666624,38.2,1.815,165.11,141.35,36.5,9.26,0.0,1,1,195.60000000000002,140.23333333333332,43.440625000000004,23.1,50.0,93.36369791666624,16.11,195.60000000000002
2017-05-11,11,5,2017,103.84,234.86,39.64,14.03,34.752500000000005,1.8,90.59,32.55,1.11,181.09,140.13,36.44,8.83,0.43,1,1,246.13333333333335,189.9066666666667,43.440625000000004,49.55,90.0,90.59,14.03,246.13333333333335
2017-05-12,12,5,2017,231.86,534.61,40.2,13.17,34.752500000000005,1.92,93.36369791666624,32.03,0.95,205.86,125.6,36.44,7.75,0.0,1,1,386.04615384615386,500.0,43.440625000000004,50.25,96.0,93.36369791666624,13.17,500.0
2017-05-13,13,5,2017,149.16,273.53,46.49,15.26,34.752500000000005,2.28,60.42,31.38,0.82,220.12,127.47,37.01,8.73,0.02,1,0,322.4307692307692,223.52999999999997,43.440625000000004,58.112500000000004,103.5,60.42,15.26,322.4307692307692
2017-05-14,14,5,2017,117.5,255.5,36.59,13.11,34.752500000000005,1.64,82.27,24.75,0.9,232.77,136.3,37.58,8.97,0.04,1,0,291.6666666666667,205.5,43.440625000000004,45.737500000000004,82.0,82.27,13.11,291.6666666666667
2017-05-15,15,5,2017,108.32,270.05,36.56,11.21,34.752500000000005,1.25,54.77,22.31,1.25,246.09,142.88,37.54,7.9,0.0,1,1,261.06666666666666,220.05,43.440625000000004,45.7,62.5,54.77,11.21,261.06666666666666
2017-05-16,16,5,2017,141.04,316.91,26.76,11.82,34.752500000000005,1.25,60.76,25.29,1.44,171.31,135.69,37.14,10.48,0.0,1,1,316.18461538461537,266.91,43.440625000000004,33.45,62.5,60.76,11.82,316.18461538461537
2017-05-17,17,5,2017,73.74,146.03,28.88,12.2,34.752500000000005,1.25,39.47,36.18,1.13,189.47,108.39,35.18,11.58,0.8,1,1,145.79999999999998,130.68666666666667,43.440625000000004,36.1,62.5,39.47,12.2,145.79999999999998
2017-05-18,18,5,2017,97.45,260.54,37.02,13.6,34.752500000000005,1.91,47.28,33.82,1.04,189.71,125.74,34.9,11.77,0.35,1,1,224.83333333333334,210.54000000000002,43.440625000000004,46.275000000000006,95.5,47.28,13.6,224.83333333333334
2017-05-19,19,5,2017,88.93,189.23,29.5,14.77,34.752500000000005,1.11,76.18,34.97,1.36,222.86,117.52,36.87,10.87,0.27,1,1,196.43333333333337,159.48666666666665,43.440625000000004,36.875,55.50000000000001,76.18,14.77,196.43333333333337
2017-05-20,20,5,2017,120.9,307.1,34.2,11.71,34.55,1.66,80.55,31.73,1.01,216.56,122.22,35.78,11.78,0.07,1,0,300.6923076923077,257.1,43.18749999999999,42.75000000000001,83.0,80.55,11.71,300.6923076923077
2017-05-21,21,5,2017,166.92,427.12,33.47,13.31,34.34,1.39,75.25,42.64,1.19,170.06,131.7,36.07,11.96,0.92,1,0,336.0923076923077,396.4,42.925000000000004,41.8375,69.5,75.25,13.31,396.4
2017-05-22,22,5,2017,136.05,320.78,39.67,17.57,34.51,1.83,39.47,56.29,0.86,210.87,46.39,32.69,14.31,1.7312499999999995,1,1,312.34615384615387,270.78,43.1375,49.5875,91.5,39.47,17.57,312.34615384615387
2017-05-23,23,5,2017,114.11,237.17,49.53,14.23,34.752500000000005,2.23,39.47,41.61,0.8,209.69,141.11,34.36,14.55,0.05,1,1,280.3666666666667,191.44666666666666,43.440625000000004,61.9125,102.875,39.47,14.23,280.3666666666667
2017-05-24,24,5,2017,110.75,220.39,46.06,16.26,34.752500000000005,1.64,39.47,38.1,1.17,187.37,140.2,36.84,14.33,0.01,1,1,269.1666666666667,180.26,43.440625000000004,57.575,82.0,39.47,16.26,269.1666666666667
2017-05-25,25,5,2017,98.24,206.22,45.03,15.04,34.752500000000005,1.71,93.36369791666624,30.9,0.84,222.19,135.33,37.8,11.69,0.0,1,1,227.46666666666664,170.81333333333333,43.440625000000004,56.2875,85.5,93.36369791666624,15.04,227.46666666666664
2017-05-26,26,5,2017,112.99,214.12,40.07,15.92,34.752500000000005,1.4,93.36369791666624,29.1,1.34,177.94,138.44,38.66,9.71,0.0,1,1,276.6333333333333,176.07999999999998,43.440625000000004,50.0875,70.0,93.36369791666624,15.92,276.6333333333333
2017-05-27,27,5,2017,93.13,253.03,21.96,14.9,34.752500000000005,1.08,93.36369791666624,38.12,1.815,144.97,146.77,38.61,9.12,0.01,1,0,210.4333333333333,203.03,43.440625000000004,27.45,54.0,93.36369791666624,14.9,210.4333333333333
2017-05-28,28,5,2017,47.06,86.22,20.72,15.83,34.38,1.0,93.36369791666624,50.9,1.815,143.93,145.97,36.14,13.56,1.7312499999999995,1,0,78.43333333333334,86.22,42.97500000000001,25.9,50.0,93.36369791666624,15.83,93.36369791666624
2017-05-29,29,5,2017,54.31,89.39,29.12,17.21,29.58,1.19,69.28,59.34,1.815,160.84,124.18,32.62,17.39,1.7312499999999995,1,1,90.51666666666667,89.39,36.975,36.4,59.5,69.28,17.21,90.51666666666667
2017-05-30,30,5,2017,72.93,100.53,41.76,24.77,34.752500000000005,1.57,93.36369791666624,48.49,1.19,173.28,151.09,33.34,15.73,0.1,1,1,143.10000000000002,100.35333333333334,43.440625000000004,52.199999999999996,78.5,93.36369791666624,24.77,143.10000000000002
2017-05-31,31,5,2017,60.95,101.94,64.53,35.66,34.752500000000005,2.89,32.11,62.34,1.73,160.24,103.07,33.9,15.25,0.61,1,1,103.16666666666667,101.29333333333334,43.440625000000004,80.6625,111.125,32.11,35.66,111.125
2017-06-01,1,6,2017,94.56,146.46,82.28,46.79,32.88,3.0304687499999985,36.47,51.34,0.94,201.53,146.01,32.37,17.26,1.7312499999999995,1,1,215.20000000000002,130.97333333333333,41.10000000000001,102.28,112.88085937499999,36.47,46.79,215.20000000000002
2017-06-02,2,6,2017,134.19,260.73,90.52,39.47,34.752500000000005,3.0304687499999985,74.38,38.83,0.86,231.45,149.9,34.24,13.64,0.0,1,1,310.9153846153846,210.73000000000002,43.440625000000004,110.52,112.88085937499999,74.38,39.47,310.9153846153846
2017-06-03,3,6,2017,135.96,269.52,84.37,35.16,30.84,2.99,93.36369791666624,30.51,1.05,232.06,144.86,37.08,13.42,0.0,1,0,312.2769230769231,219.51999999999998,38.55,104.37,112.375,93.36369791666624,35.16,312.2769230769231
2017-06-04,4,6,2017,146.2,340.75,56.59,27.32,26.68,1.37,64.77,21.58,1.48,240.79,145.36,38.64,10.65,0.0,1,0,320.15384615384613,290.75,33.35,70.73750000000001,68.5,64.77,27.32,320.15384615384613
2017-06-05,5,6,2017,93.91,235.61,43.88,25.39,23.62,1.28,51.17,25.7,1.815,247.9,143.27,39.08,15.4,0.0,1,1,213.03333333333333,190.4066666666667,29.525,54.85,64.0,51.17,25.39,213.03333333333333
2017-06-06,6,6,2017,104.02,250.31,31.68,22.61,22.08,1.03,22.34,33.1,1.815,225.93,139.73,38.36,17.02,0.01,1,1,246.73333333333332,200.31,27.6,39.6,51.5,22.34,22.61,246.73333333333332
2017-06-07,7,6,2017,41.46,111.52,43.52,22.34,34.752500000000005,1.5,34.87,48.2,1.815,147.1,113.1,36.27,17.73,1.01,1,1,69.1,107.67999999999999,43.440625000000004,54.400000000000006,75.0,34.87,22.34,107.67999999999999
2017-06-08,8,6,2017,13.21,82.04,51.48,26.25,26.27,1.24,16.12,51.73,1.2,168.19,132.24,34.19,18.46,1.7312499999999995,1,1,22.016666666666666,82.04,32.8375,64.35,62.0,16.12,26.25,82.04
2017-06-09,9,6,2017,13.65,141.34,58.02,26.25,33.0,1.46,88.16,48.93,0.9,171.02,139.07,33.97,15.67,0.19,1,1,22.75,127.56,41.25,72.525,73.0,88.16,26.25,127.56
2017-06-10,10,6,2017,12.82,185.04,63.9,26.25,27.96,1.42,93.36369791666624,42.97,1.11,176.31,144.49,36.11,14.83,0.0,1,0,21.366666666666667,156.69333333333333,34.95,79.875,71.0,93.36369791666624,26.25,156.69333333333333
2017-06-11,11,6,2017,10.21,107.67,55.43,26.25,27.2,1.24,40.13,39.8,1.36,186.23,159.9,36.22,13.81,0.06,1,0,17.01666666666667,105.11333333333333,34.0,69.2875,62.0,40.13,26.25,105.11333333333333
2017-06-12,12,6,2017,18.22,136.26,79.5,26.25,24.08,2.02,47.96,36.82,0.98,198.26,161.19,35.27,12.44,0.0,1,1,30.366666666666667,124.17333333333333,30.1,99.375,100.25,47.96,26.25,124.17333333333333
2017-06-13,13,6,2017,18.11,167.55,58.79,26.25,23.48,2.03,67.69,32.71,1.33,212.17,153.02,37.24,15.15,0.47,1,1,30.183333333333334,145.03333333333333,29.35,73.4875,100.375,67.69,26.25,145.03333333333333
2017-06-14,14,6,2017,10.23,216.11,49.19,26.25,23.83,0.86,87.89,31.66,1.74,206.18,134.89,38.05,15.0,1.7312499999999995,1,1,17.05,177.4066666666667,29.7875,61.4875,43.0,87.89,26.25,177.4066666666667
2017-06-15,15,6,2017,10.11,347.92,55.79,26.25,34.752500000000005,1.21,92.8,32.67,1.32,190.38,152.23,34.42,18.55,0.69,1,1,16.85,297.92,43.440625000000004,69.7375,60.5,92.8,26.25,297.92
2017-06-16,16,6,2017,12.32,125.28,51.47,26.25,26.43,1.43,54.89,61.41,1.31,155.98,108.64,33.73,19.3,1.7312499999999995,1,1,20.533333333333335,116.85333333333332,33.0375,64.3375,71.5,54.89,26.25,116.85333333333332
2017-06-17,17,6,2017,10.7,85.91,40.73,26.25,21.7,1.39,63.69,62.89,0.84,192.87,119.76,33.75,19.08,1.7312499999999995,1,0,17.833333333333332,85.91,27.125,50.912499999999994,69.5,63.69,26.25,85.91
2017-06-18,18,6,2017,10.99,248.13,36.11,26.25,17.26,1.36,46.03,58.69,1.22,216.02,147.31,35.4,21.0,0.99,1,0,18.316666666666666,198.75333333333333,21.575000000000003,45.1375,68.0,46.03,26.25,198.75333333333333
2017-06-19,19,6,2017,14.52,182.75,47.19,26.25,15.45,1.48,35.65,63.76,1.09,196.97,121.74,33.39,24.1,1.7312499999999995,1,1,24.2,155.16666666666666,19.3125,58.9875,74.0,35.65,26.25,155.16666666666666
2017-06-20,20,6,2017,11.53,71.72,57.25,26.25,14.07,1.55,54.03,71.37,0.99,152.45,113.94,33.4,22.21,1.7312499999999995,1,1,19.216666666666665,71.72,17.5875,71.5625,77.5,54.03,26.25,77.5
2017-06-21,21,6,2017,16.82,102.13,57.43,26.25,18.42,2.31,41.46,73.04,1.06,167.82,125.38,30.64,23.15,1.7312499999999995,1,1,28.033333333333335,101.42,23.025000000000002,71.7875,103.875,41.46,26.25,103.875
2017-06-22,22,6,2017,18.41,88.92,49.02,26.25,14.69,2.05,52.03,64.4,0.79,209.68,150.25,31.29,20.51,0.74,1,1,30.683333333333334,88.92,18.3625,61.275000000000006,100.625,52.03,26.25,100.625
2017-06-23,23,6,2017,14.42,94.86,50.5,26.25,18.8,1.71,65.09,56.91,0.72,206.98,159.56,32.74,20.0,0.0,1,1,24.033333333333335,94.86,23.5,63.125,85.5,65.09,26.25,94.86
2017-06-24,24,6,2017,16.82,129.03,61.9,26.25,16.89,2.08,51.49,54.0,0.67,184.7,150.72,34.26,20.55,0.0,1,0,28.033333333333335,119.35333333333332,21.1125,77.375,101.0,51.49,26.25,119.35333333333332
2017-06-25,25,6,2017,10.87,126.89,53.94,26.25,22.07,1.47,80.51,49.5,1.0,136.56,145.69,35.79,19.87,0.22,1,0,18.116666666666667,117.92666666666666,27.5875,67.425,73.5,80.51,26.25,117.92666666666666
2017-06-26,26,6,2017,8.14,97.3,41.22,26.25,19.67,1.4,77.61,53.7,1.79,113.19,149.26,35.46,20.93,0.1,1,1,13.566666666666666,97.3,24.587500000000002,51.525,70.0,77.61,26.25,97.3
2017-06-27,27,6,2017,9.94,84.31,47.17,26.25,23.92,1.32,30.11,53.96,1.815,105.36,141.1,35.33,22.43,1.7312499999999995,1,1,16.566666666666666,84.31,29.9,58.962500000000006,66.0,30.11,26.25,84.31
2017-06-28,28,6,2017,12.88,54.24,43.62,26.25,19.31,1.41,33.5,72.98,1.56,166.2,76.27,32.83,24.07,1.7312499999999995,1,1,21.466666666666665,54.24,24.137499999999996,54.525,70.5,33.5,26.25,70.5
2017-06-29,29,6,2017,10.15,39.01,42.75,26.25,17.87,1.26,29.5,78.12,1.3,122.35,90.43,29.47,25.45,1.7312499999999995,1,1,16.916666666666668,39.01,22.3375,53.4375,63.0,29.5,26.25,63.0
2017-06-30,30,6,2017,15.04,33.55,48.98,26.25,16.0,2.08,14.03,82.07,0.8,163.38,57.93,30.73,24.31,1.7312499999999995,1,1,25.066666666666666,33.55,20.0,61.224999999999994,101.0,14.03,26.25,101.0
2017-07-01,1,7,2017,18.53,59.37,48.86,26.25,14.83,2.43,30.41,75.91,0.71,175.53,120.73,31.12,24.18,1.7312499999999995,2,0,30.883333333333333,59.37,18.5375,61.075,105.375,30.41,26.25,105.375
2017-07-02,2,7,2017,10.42,36.59,41.15,26.25,14.12,1.35,18.63,80.05,1.49,126.9,83.95,31.58,24.47,1.7312499999999995,2,0,17.366666666666667,36.59,17.65,51.4375,67.5,18.63,26.25,67.5
2017-07-03,3,7,2017,10.95,79.32,47.5,26.25,17.75,2.15,48.23,69.71,0.72,199.16,142.03,31.98,24.07,1.1,2,1,18.25,79.32,22.1875,59.375,101.875,48.23,26.25,101.875
2017-07-04,4,7,2017,9.52,139.46,38.18,26.25,12.61,1.04,34.18,63.03,1.77,238.47,148.21,32.85,24.33,1.7312499999999995,2,1,15.866666666666667,126.30666666666667,15.7625,47.725,52.0,34.18,26.25,126.30666666666667
2017-07-05,5,7,2017,11.3,185.92,34.8,26.25,18.84,0.81,31.0,58.23,1.61,253.21,148.22,32.92,23.18,1.4,2,1,18.833333333333332,157.27999999999997,23.55,43.49999999999999,40.5,31.0,26.25,157.27999999999997
2017-07-06,6,7,2017,18.34,136.5,51.2,26.25,22.15,1.26,59.52,66.59,1.39,175.7,118.43,32.96,22.85,1.7312499999999995,2,1,30.566666666666666,124.33333333333333,27.6875,64.0,63.0,59.52,26.25,124.33333333333333
2017-07-07,7,7,2017,17.85,92.51,51.21,26.25,19.39,1.34,53.18,68.94,1.06,169.59,134.85,32.33,21.95,1.7312499999999995,2,1,29.750000000000004,92.51000000000002,24.2375,64.0125,67.0,53.18,26.25,92.51000000000002
2017-07-08,8,7,2017,15.05,130.82,51.44,26.25,19.38,1.97,46.16,60.0,0.81,218.18,147.09,33.07,22.56,0.0,2,0,25.083333333333332,120.54666666666665,24.225,64.3,98.5,46.16,26.25,120.54666666666665
2017-07-09,9,7,2017,21.51,155.72,52.28,26.25,17.57,2.06,39.55,53.53,1.07,237.07,159.02,33.76,21.66,0.0,2,0,35.85,137.14666666666668,21.9625,65.35,100.75,39.55,26.25,137.14666666666668
2017-07-10,10,7,2017,18.4,135.87,39.64,26.25,13.9,1.09,37.7,50.46,1.55,216.41,153.86,34.4,21.68,0.04,2,1,30.666666666666664,123.91333333333334,17.375,49.55,54.5,37.7,26.25,123.91333333333334
2017-07-11,11,7,2017,17.73,77.99,51.53,26.25,19.08,1.61,23.54,70.2,1.08,175.07,101.04,32.55,22.65,1.7312499999999995,2,1,29.55,77.99,23.849999999999998,64.4125,80.5,23.54,26.25,80.5
2017-07-12,12,7,2017,9.94,52.36,46.77,26.25,16.78,0.71,6.82,72.53,1.6,151.94,116.56,31.19,22.31,1.17,2,1,16.566666666666666,52.36,20.975,58.462500000000006,35.5,6.82,26.25,58.462500000000006
2017-07-13,13,7,2017,9.61,58.06,52.99,26.25,19.01,0.79,28.26,61.16,1.815,126.35,141.75,30.72,23.16,0.16,2,1,16.016666666666666,58.06,23.762500000000003,66.23750000000001,39.5,28.26,26.25,66.23750000000001
2017-07-14,14,7,2017,9.82,63.83,47.38,26.25,19.81,0.72,48.4,61.65,1.815,130.32,128.8,31.16,23.37,0.08,2,1,16.366666666666667,63.83,24.762499999999996,59.225,36.0,48.4,26.25,63.83
2017-07-15,15,7,2017,10.41,66.17,45.23,26.25,19.44,0.71,43.81,67.25,1.815,133.31,101.4,31.57,23.99,0.6,2,0,17.35,66.17,24.300000000000004,56.537499999999994,35.5,43.81,26.25,66.17
2017-07-16,16,7,2017,9.49,68.71,40.34,26.25,19.57,0.82,55.29,67.33,1.58,137.63,114.05,31.0,24.33,1.15,2,0,15.816666666666666,68.71,24.4625,50.425000000000004,41.0,55.29,26.25,68.71
2017-07-17,17,7,2017,16.4,65.9,46.84,26.25,18.66,1.09,30.13,73.66,1.22,134.45,70.95,31.0,24.28,1.7312499999999995,2,1,27.33333333333333,65.9,23.325,58.550000000000004,54.5,30.13,26.25,65.9
2017-07-18,18,7,2017,15.75,69.0,47.97,26.25,20.28,0.98,57.57,64.37,1.07,143.64,147.06,31.94,23.88,1.28,2,1,26.25,69.0,25.35,59.9625,49.0,57.57,26.25,69.0
2017-07-19,19,7,2017,20.27,98.33,57.39,26.25,20.58,1.72,73.79,66.08,0.69,198.29,137.4,33.4,21.76,0.61,2,1,33.78333333333333,98.33,25.725,71.7375,86.0,73.79,26.25,98.33
2017-07-20,20,7,2017,20.8,59.36,50.92,26.25,12.35,1.2,16.42,75.57,1.39,143.36,104.73,29.82,24.06,1.7312499999999995,2,1,34.666666666666664,59.36,15.4375,63.650000000000006,60.0,16.42,26.25,63.650000000000006
2017-07-21,21,7,2017,10.6,54.3,47.65,26.25,21.89,0.89,21.75,65.21,1.815,107.27,140.39,30.7,24.03,0.05,2,1,17.666666666666668,54.3,27.3625,59.5625,44.5,21.75,26.25,59.5625
2017-07-22,22,7,2017,8.79,38.55,38.39,26.25,15.33,0.7,25.41,72.57,1.815,100.24,103.03,29.2,24.26,1.7312499999999995,2,0,14.649999999999999,38.55,19.1625,47.9875,35.0,25.41,26.25,47.9875
2017-07-23,23,7,2017,10.31,38.81,38.71,26.25,14.55,0.82,24.0,76.11,1.815,90.78,104.94,30.37,24.26,1.7312499999999995,2,0,17.183333333333334,38.81,18.1875,48.3875,41.0,24.0,26.25,48.3875
2017-07-24,24,7,2017,8.06,32.41,36.43,26.25,15.84,1.01,19.36,74.62,1.815,113.94,118.34,28.96,24.92,1.7312499999999995,2,1,13.433333333333334,32.41,19.8,45.5375,50.5,19.36,26.25,50.5
2017-07-25,25,7,2017,16.42,42.48,38.26,26.25,17.53,1.11,17.67,76.89,1.815,101.77,104.57,29.87,24.25,1.7312499999999995,2,1,27.36666666666667,42.48,21.9125,47.825,55.50000000000001,17.67,26.25,55.50000000000001
2017-07-26,26,7,2017,6.99,47.75,37.51,26.25,19.44,0.99,32.37,68.83,1.15,141.57,141.08,30.34,24.08,1.48,2,1,11.65,47.75,24.300000000000004,46.8875,49.5,32.37,26.25,49.5
2017-07-27,27,7,2017,8.16,57.24,41.56,26.25,22.49,1.1,25.36,64.59,1.64,112.63,132.94,30.38,23.39,0.25,2,1,13.6,57.24,28.1125,51.95,55.00000000000001,25.36,26.25,57.24
2017-07-28,28,7,2017,9.48,60.56,38.53,26.25,25.72,1.2,31.67,67.6,1.815,105.86,130.06,30.67,23.54,1.7312499999999995,2,1,15.8,60.56,32.15,48.1625,60.0,31.67,26.25,60.56
2017-07-29,29,7,2017,8.84,51.36,27.45,26.25,19.26,0.77,34.8,69.33,1.815,131.55,124.78,30.33,23.97,0.11,2,0,14.733333333333333,51.36,24.075000000000003,34.3125,38.5,34.8,26.25,51.36
2017-07-30,30,7,2017,3.51,30.57,20.71,26.25,15.96,0.55,36.02,67.28,0.98,203.51,114.5,30.46,23.99,1.17,2,0,5.85,30.57,19.95,25.8875,27.500000000000004,36.02,26.25,36.02
2017-07-31,31,7,2017,7.75,30.48,35.49,26.25,16.01,1.03,13.11,79.66,0.72,210.36,62.26,28.31,24.4,1.7312499999999995,2,1,12.916666666666666,30.48,20.012500000000003,44.3625,51.5,13.11,26.25,51.5
2017-08-01,1,8,2017,4.94,33.33,30.76,26.25,13.6,0.66,11.59,81.7,1.04,229.54,75.03,28.57,24.72,1.7312499999999995,2,1,8.233333333333334,33.33,17.0,38.45,33.0,11.59,26.25,38.45
2017-08-02,2,8,2017,9.25,80.58,34.9,26.25,15.28,0.8,17.34,73.19,1.11,231.4,94.37,30.14,23.65,1.7312499999999995,2,1,15.416666666666666,80.58,19.1,43.625,40.0,17.34,26.25,80.58
2017-08-03,3,8,2017,2.92,86.04,28.52,26.25,17.64,0.55,30.1,66.42,1.815,231.23,130.36,30.86,22.77,0.2,2,1,4.866666666666666,86.04,22.05,35.65,27.500000000000004,30.1,26.25,86.04
2017-08-04,4,8,2017,13.79,157.72,36.6,26.25,16.98,0.9,41.19,65.66,1.39,210.03,133.11,31.31,22.25,0.27,2,1,22.983333333333334,138.48,21.225,45.75,45.0,41.19,26.25,138.48
2017-08-05,5,8,2017,19.12,173.92,41.82,26.25,16.26,1.21,62.06,63.08,0.7,218.24,117.49,31.54,21.69,0.0,2,0,31.866666666666667,149.28,20.325000000000003,52.275,60.5,62.06,26.25,149.28
2017-08-06,6,8,2017,15.57,167.3,46.21,26.25,13.03,1.48,45.46,65.4,0.61,215.51,113.59,31.34,22.18,1.7312499999999995,2,0,25.95,144.86666666666667,16.2875,57.7625,74.0,45.46,26.25,144.86666666666667
2017-08-07,7,8,2017,13.71,110.56,49.65,26.25,14.85,1.38,37.32,79.19,0.58,172.43,75.22,30.56,23.83,1.7312499999999995,2,1,22.85,107.04,18.5625,62.0625,69.0,37.32,26.25,107.04
2017-08-08,8,8,2017,9.05,70.07,44.71,26.25,16.56,1.36,44.22,76.15,0.79,168.5,117.39,32.15,23.85,1.7312499999999995,2,1,15.083333333333336,70.07,20.699999999999996,55.8875,68.0,44.22,26.25,70.07
2017-08-09,9,8,2017,16.09,96.44,59.69,26.25,15.39,2.34,18.77,82.98,0.43,212.23,68.02,31.39,24.55,1.7312499999999995,2,1,26.816666666666666,96.44,19.2375,74.6125,104.25,18.77,26.25,104.25
2017-08-10,10,8,2017,14.79,105.36,38.67,26.25,13.01,1.25,30.16,72.42,1.19,225.02,125.05,31.9,23.81,0.09,2,1,24.65,103.57333333333334,16.2625,48.3375,62.5,30.16,26.25,103.57333333333334
