Date,Day,Month,Year,PM25,PM10,NO2,NH3,SO2,CO,Ozone,RH,WS,WD,SR,Temp,Dew,Pre,Season,IsWeekday,PM25_AQI,PM10_AQI,SO2_AQI,NO2_AQI,CO_AQI,Ozone_AQI,NH3_AQI,AQI
2018-09-16,16,9,2018,50.01,140.58,19.97,11.12,16.95,0.53,20.77,61.02,1.01,215.14,133.4,27.18,20.11,0.0,3,0,83.35,127.05333333333334,21.1875,24.9625,0.0,20.77,11.12,127.05333333333334
2018-09-17,17,9,2018,60.17,184.57,8.65,6.75,15.93,0.75,38.76,61.56,0.75,220.12,126.25,27.97,20.65,0.0,3,1,100.56666666666668,156.38,19.9125,10.8125,0.0,38.76,6.75,156.38
2018-09-18,18,9,2018,60.86,208.53,12.51,7.38,16.95,0.81,37.76,58.48,0.76,214.9,128.8,27.42,19.94,0.01,3,1,102.86666666666666,172.35333333333335,21.1875,15.6375,0.0,37.76,7.38,172.35333333333335
2018-09-19,19,9,2018,64.9,213.72,18.82,9.81,17.52,0.98,44.22,58.88,0.68,209.81,129.36,27.55,19.22,0.0,3,1,116.33333333333336,175.81333333333333,21.9,23.525,0.0,44.22,9.81,175.81333333333333
2018-09-20,20,9,2018,88.31,223.44,48.02,20.22,16.76,1.39,51.26,58.45,0.68,170.8,125.5,27.61,19.24,0.0,3,1,194.36666666666667,182.29333333333335,20.950000000000003,60.025000000000006,0.0,51.26,20.22,194.36666666666667
2018-09-21,21,9,2018,44.14,99.54,27.65,25.02,17.72,0.74,28.07,62.87,1.815,122.96,116.89,27.02,23.58,1.7312499999999995,3,1,73.56666666666666,99.54,22.15,34.5625,0.0,28.07,25.02,99.54
2018-09-22,22,9,2018,28.1,54.08,28.93,21.93,15.97,0.77,18.22,79.17,1.815,103.12,45.16,24.94,23.48,1.7312499999999995,3,0,46.833333333333336,54.08,19.9625,36.1625,0.0,18.22,21.93,54.08
2018-09-23,23,9,2018,33.49,59.3,21.95,21.3,16.19,0.72,26.89,76.95,1.815,103.81,67.04,25.71,23.73,1.7312499999999995,3,0,55.81666666666667,59.3,20.237500000000004,27.4375,0.0,26.89,21.3,59.3
2018-09-24,24,9,2018,22.92,36.11,78.87,40.41,16.29,0.67,16.29,83.62,1.23,158.02,44.55,25.81,24.31,1.7312499999999995,3,1,38.2,36.11,20.3625,98.5875,0.0,16.29,40.41,98.5875
2018-09-25,25,9,2018,31.51,58.35,40.56,25.27,16.45,0.89,21.88,81.66,0.85,227.24,61.31,25.32,22.31,1.31,3,1,52.51666666666667,58.35,20.5625,50.7,0.0,21.88,25.27,58.35
2018-09-26,26,9,2018,48.59,116.03,53.47,22.76,18.07,0.69,30.66,71.46,0.67,214.76,131.01,25.65,20.83,0.0,3,1,80.98333333333335,110.68666666666667,22.5875,66.8375,0.0,30.66,22.76,110.68666666666667
2018-09-27,27,9,2018,85.76,188.68,59.15,29.67,17.71,2.61,39.28,70.29,0.56,211.79,124.8,25.89,19.06,0.0,3,1,185.86666666666667,159.12,22.1375,73.9375,0.0,39.28,29.67,185.86666666666667
2018-09-28,28,9,2018,96.5,202.82,61.94,35.62,18.7,2.92,36.65,64.85,0.64,204.59,125.66,26.63,18.28,0.0,3,1,221.66666666666666,168.54666666666668,23.375,77.425,0.0,36.65,35.62,221.66666666666666
2018-09-29,29,9,2018,83.68,217.62,77.07,38.33,13.98,1.85,35.74,61.61,0.7,208.01,124.5,26.73,17.9,0.0,3,0,178.93333333333337,178.41333333333333,17.475,96.33749999999999,0.0,35.74,38.33,178.93333333333337
2018-09-30,30,9,2018,71.76,164.15,63.62,39.0,16.9,1.5,43.69,62.2,0.84,209.88,125.99,26.08,18.37,0.0,3,0,139.20000000000002,142.76666666666668,21.124999999999996,79.52499999999999,0.0,43.69,39.0,142.76666666666668
2018-10-01,1,10,2018,87.98,215.34,76.59,35.1,17.88,1.9,42.41,61.54,0.63,207.23,124.0,26.46,18.48,0.0,3,1,193.26666666666668,176.89333333333332,22.35,95.73750000000001,0.0,42.41,35.1,193.26666666666668
2018-10-02,2,10,2018,83.74,193.33,68.49,41.32,13.49,1.19,36.7,60.15,0.67,207.39,123.6,26.9,18.14,0.0,3,1,179.13333333333333,162.22000000000003,16.8625,85.6125,0.0,36.7,41.32,179.13333333333333
2018-10-03,3,10,2018,66.64,164.58,87.96,36.05,18.31,1.85,20.4,54.56,0.63,204.69,120.21,27.16,17.7,0.09,3,1,122.13333333333333,143.05333333333334,22.887499999999996,107.96,0.0,20.4,36.05,143.05333333333334
2018-10-04,4,10,2018,100.06,233.52,92.25,46.04,16.47,1.76,5.38,59.04,0.67,189.84,115.79,25.81,19.03,0.03,3,1,233.53333333333333,189.01333333333335,20.5875,112.25,0.0,5.38,46.04,233.53333333333333
2018-10-05,5,10,2018,130.81,284.85,115.4,54.84,17.38,2.1,52.64,61.26,0.55,180.11,112.02,25.98,17.11,0.54,3,1,308.31538461538463,234.85000000000002,21.725,135.4,0.0,52.64,54.84,308.31538461538463
2018-10-06,6,10,2018,100.29,247.35,81.43,42.76,17.61,1.81,37.59,57.56,0.59,202.39,120.03,26.16,16.67,0.35,3,0,234.3,198.23333333333335,22.0125,101.43,0.0,37.59,42.76,234.3
2018-10-07,7,10,2018,100.46,259.4,87.73,43.12,19.72,1.96,45.53,56.53,0.6,195.45,119.36,26.08,16.44,0.34,3,0,234.86666666666665,209.39999999999998,24.65,107.73,0.0,45.53,43.12,234.86666666666665
2018-10-08,8,10,2018,145.1,338.55,107.01,50.86,19.6,2.35,50.51,59.25,0.53,191.3,114.16,25.32,16.51,0.0,3,1,319.3076923076923,288.55,24.500000000000004,127.01,0.0,50.51,50.86,319.3076923076923
2018-10-09,9,10,2018,129.85,290.69,80.83,48.9,22.32,2.44,58.9,58.16,0.92,149.38,115.5,25.15,17.65,0.0,3,1,307.5769230769231,240.69,27.9,100.83,0.0,58.9,48.9,307.5769230769231
2018-10-10,10,10,2018,93.71,217.91,79.94,46.77,18.92,1.37,42.09,60.27,1.39,122.43,111.38,25.23,20.19,0.0,3,1,212.36666666666665,178.60666666666668,23.650000000000002,99.925,0.0,42.09,46.77,212.36666666666665
2018-10-11,11,10,2018,71.28,203.01,59.52,36.68,18.91,1.16,39.13,57.19,1.42,143.1,105.09,25.09,20.05,0.45,3,1,137.6,168.67333333333335,23.6375,74.4,0.0,39.13,36.68,168.67333333333335
2018-10-12,12,10,2018,91.42,214.15,81.1,27.93,23.66,1.72,37.02,51.57,0.6,164.24,112.67,24.08,17.47,0.09,3,1,204.73333333333335,176.1,29.575,101.1,0.0,37.02,27.93,204.73333333333335
2018-10-13,13,10,2018,124.47,377.67,68.51,32.4,20.11,1.58,47.27,56.82,0.62,206.0,113.05,22.71,13.8,0.0,3,0,303.4384615384615,334.58750000000003,25.1375,85.6375,0.0,47.27,32.4,334.58750000000003
2018-10-14,14,10,2018,104.35,195.74,62.87,27.83,20.26,1.5,44.2,51.74,0.81,212.18,115.93,23.33,12.3,0.0,3,0,247.83333333333331,163.82666666666665,25.325000000000003,78.58749999999999,0.0,44.2,27.83,247.83333333333331
2018-10-15,15,10,2018,136.89,408.81,77.92,32.0,22.39,2.31,49.78,55.63,0.52,198.28,110.36,23.86,12.44,0.0,3,1,312.9923076923077,373.5125,27.9875,97.4,0.0,49.78,32.0,373.5125
2018-10-16,16,10,2018,138.91,323.09,76.56,39.63,17.78,2.76,60.17,59.59,0.46,191.03,98.23,24.02,15.15,0.0,3,1,314.54615384615386,273.09,22.225,95.7,0.0,60.17,39.63,314.54615384615386
2018-10-17,17,10,2018,144.76,337.23,61.34,38.42,17.71,2.24,46.87,55.2,0.49,194.14,109.71,25.87,13.52,0.0,3,1,319.04615384615386,287.23,22.1375,76.67500000000001,0.0,46.87,38.42,319.04615384615386
2018-10-18,18,10,2018,134.48,306.28,62.19,39.56,18.59,2.72,32.38,61.09,0.7,163.51,95.94,25.65,13.91,0.0,3,1,311.1384615384615,256.28,23.2375,77.7375,0.0,32.38,39.56,311.1384615384615
2018-10-19,19,10,2018,143.71,305.77,104.91,44.79,16.7,1.58,36.08,54.61,0.53,192.7,101.54,22.98,10.83,0.0,3,1,318.23846153846154,255.76999999999998,20.875,124.91,0.0,36.08,44.79,318.23846153846154
2018-10-20,20,10,2018,173.93,328.85,118.15750000000004,52.17,20.87,1.64,43.73,51.37,0.45,187.17,103.74,23.34,12.26,0.0,3,0,341.4846153846154,278.85,26.0875,138.15750000000003,0.0,43.73,52.17,341.4846153846154
2018-10-21,21,10,2018,156.96,320.9,104.56,49.43,21.54,1.25,41.68,53.36,0.52,186.95,103.65,22.94,11.43,0.1,3,0,328.4307692307692,270.9,26.925,124.56,0.0,41.68,49.43,328.4307692307692
2018-10-22,22,10,2018,124.82,287.08,105.06,46.79,20.74,3.0304687499999985,41.17,50.07,0.75,206.45,104.72,22.66,9.05,0.0,3,1,303.7076923076923,237.07999999999998,25.925,125.06,0.0,41.17,46.79,303.7076923076923
2018-10-23,23,10,2018,141.73,361.79,110.18,36.98,17.68,2.37,41.34,48.22,0.59,203.31,104.57,23.17,8.79,0.0,3,1,316.7153846153846,314.7375,22.1,130.18,0.0,41.34,36.98,316.7153846153846
2018-10-24,24,10,2018,191.15,388.54,118.15750000000004,47.12,15.74,3.0304687499999985,45.77,56.34,0.48,184.58,99.65,22.5,10.42,0.0,3,1,354.7307692307692,348.175,19.675,138.15750000000003,0.0,45.77,47.12,354.7307692307692
2018-10-25,25,10,2018,177.83,389.45,118.15750000000004,41.84,15.53,3.0304687499999985,38.08,60.01,0.55,176.08,96.54,22.33,10.48,0.0,3,1,344.4846153846154,349.3125,19.4125,138.15750000000003,0.0,38.08,41.84,349.3125
2018-10-26,26,10,2018,188.67,392.07,65.6,32.41,11.75,3.0304687499999985,28.74,62.0,0.42,176.62,83.34,22.81,10.76,0.0,3,1,352.82307692307694,352.5875,14.6875,82.0,0.0,28.74,32.41,352.82307692307694
2018-10-27,27,10,2018,223.75,411.7,53.32,30.94,9.79,3.0304687499999985,37.57,63.99,0.44,188.03,87.17,22.79,11.08,0.0,3,0,379.8076923076923,377.125,12.237499999999999,66.65,0.0,37.57,30.94,379.8076923076923
2018-10-28,28,10,2018,233.95,405.23,42.93,29.56,9.59,1.51,44.9,61.88,0.49,199.19,96.78,22.63,11.02,0.0,3,0,387.65384615384613,369.0375,11.9875,53.6625,0.0,44.9,29.56,387.65384615384613
2018-10-29,29,10,2018,294.09,473.46,50.7,30.74,9.1,3.0304687499999985,36.72,62.27,0.45,203.52,92.0,23.27,11.81,0.0,3,1,500.0,500.0,11.375,63.375,0.0,36.72,30.74,500.0
2018-10-30,30,10,2018,263.43,479.66,56.64,31.16,7.21,2.81,30.43,64.11,0.4,194.08,84.96,23.12,12.3,0.0,3,1,500.0,500.0,9.0125,70.8,0.0,30.43,31.16,500.0
2018-10-31,31,10,2018,231.85,422.71,48.16,29.69,5.9,3.0,39.91,66.23,0.42,179.94,88.64,22.4,11.19,0.0,3,1,386.03846153846155,390.8875,7.375,60.199999999999996,0.0,39.91,29.69,390.8875
2018-11-01,1,11,2018,226.27,404.82,53.59,34.3,6.99,2.97,35.61,66.23,0.52,170.69,83.97,23.01,10.72,0.0,3,1,381.74615384615385,368.525,8.7375,66.98750000000001,0.0,35.61,34.3,381.74615384615385
2018-11-02,2,11,2018,210.42,368.08,55.87,33.17,5.78,2.44,36.79,63.1,0.59,157.85,83.53,23.16,11.5,0.0,3,1,369.55384615384617,322.59999999999997,7.225,69.8375,0.0,36.79,33.17,369.55384615384617
2018-11-03,3,11,2018,171.2,306.16,55.29,36.59,6.11,1.1,21.38,58.29,1.5,120.04,79.59,23.23,13.92,0.01,3,0,339.38461538461536,256.16,7.6375,69.1125,0.0,21.38,36.59,339.38461538461536
2018-11-04,4,11,2018,101.39,173.72,53.31,35.92,5.2,0.77,14.28,53.0,1.21,168.22,92.89,21.05,13.42,0.0,3,0,237.96666666666667,149.14666666666668,6.5,66.6375,0.0,14.28,35.92,237.96666666666667
2018-11-05,5,11,2018,302.5657812499999,488.66,82.04,48.73,6.01,1.36,26.92,63.76,0.85,214.4,76.66,17.53,4.58,0.0,3,1,500.0,500.0,7.5125,102.04,0.0,26.92,48.73,500.0
2018-11-06,6,11,2018,183.1,326.03,59.08,25.91,4.27,1.01,42.58,43.53,1.14,215.6,96.77,17.53,4.89,0.0,3,1,348.53846153846155,276.03,5.3374999999999995,73.85,0.0,42.58,25.91,348.53846153846155
2018-11-07,7,11,2018,219.54,337.03,51.19,23.4,12.19,1.79,52.8,45.25,0.79,210.01,96.23,18.15,0.48,0.0,3,1,376.5692307692308,287.03,15.2375,63.9875,0.0,52.8,23.4,376.5692307692308
2018-11-08,8,11,2018,302.5657812499999,541.25,65.61,28.15,14.33,2.45,22.79,62.14,0.33,174.49,73.57,20.17,4.03,0.0,3,1,500.0,500.0,17.9125,82.0125,0.0,22.79,28.15,500.0
2018-11-09,9,11,2018,298.55,371.38,68.5,32.92,8.55,2.74,41.62,64.01,0.37,183.06,82.86,19.83,6.74,0.0,3,1,500.0,326.725,10.687500000000002,85.625,0.0,41.62,32.92,500.0
2018-11-10,10,11,2018,302.5657812499999,541.25,87.51,44.59,6.71,3.0304687499999985,46.66,69.43,0.42,169.4,72.16,19.66,6.18,0.0,3,0,500.0,500.0,8.3875,107.51,0.0,46.66,44.59,500.0
2018-11-11,11,11,2018,224.5,424.85,99.33,57.7,7.08,2.79,68.2,65.25,0.4,188.54,84.0,20.48,6.9,0.0,3,0,380.38461538461536,393.5625,8.85,119.33,0.0,68.2,57.7,393.5625
2018-11-12,12,11,2018,291.08,498.12,118.15750000000004,59.244278273809485,7.47,2.47,68.98,67.37,0.44,176.85,79.08,21.87,6.74,0.0,3,1,500.0,500.0,9.3375,138.15750000000003,0.0,68.98,59.244278273809485,500.0
2018-11-13,13,11,2018,254.06,420.92,118.15750000000004,59.244278273809485,5.49,2.18,48.52,69.5,0.57,178.38,54.32,21.39,7.95,0.09,3,1,500.0,388.65000000000003,6.8625,138.15750000000003,0.0,48.52,59.244278273809485,500.0
2018-11-14,14,11,2018,129.69,215.14,89.18,56.59,5.73,2.04,38.87,69.3,0.86,155.47,76.55,21.12,11.82,1.7312499999999995,3,1,307.45384615384614,176.76,7.1625,109.18,0.0,38.87,56.59,307.45384615384614
2018-11-15,15,11,2018,102.85,182.55,87.4,51.31,3.93,1.28,32.55,68.77,0.61,182.43,88.15,20.17,10.7,0.13,3,1,242.83333333333331,155.03333333333336,4.9125,107.4,0.0,32.55,51.31,242.83333333333331
2018-11-16,16,11,2018,144.05,242.38,87.09,37.84,4.0,0.93,41.32,57.02,1.21,220.77,96.97,18.25,7.11,0.0,3,1,318.5,194.92000000000002,5.0,107.09,0.0,41.32,37.84,318.5
2018-11-17,17,11,2018,143.91,272.49,98.7,34.09,5.41,2.3,38.19,59.14,0.76,204.96,93.56,19.16,4.66,0.0,3,0,318.39230769230767,222.49,6.7625,118.7,0.0,38.19,34.09,318.39230769230767
2018-11-18,18,11,2018,152.94,272.35,94.81,39.28,5.72,2.16,37.18,62.68,0.65,164.71,90.71,20.31,4.96,0.0,3,0,325.33846153846156,222.35000000000002,7.15,114.81,0.0,37.18,39.28,325.33846153846156
2018-11-19,19,11,2018,173.45,297.03,104.63,44.69,4.81,1.45,37.16,57.09,1.15,129.21,77.9,19.79,10.12,0.0,3,1,341.1153846153846,247.02999999999997,6.012499999999999,124.63,0.0,37.16,44.69,341.1153846153846
2018-11-20,20,11,2018,216.97,380.53,116.5,51.53,6.16,2.04,36.98,65.49,0.5,196.45,85.3,19.88,9.33,0.0,3,1,374.5923076923077,338.16249999999997,7.7,136.5,0.0,36.98,51.53,374.5923076923077
2018-11-21,21,11,2018,223.85,366.2,109.64,44.5,6.47,1.79,37.41,60.48,0.68,198.56,89.4,19.05,5.32,0.0,3,1,379.88461538461536,320.25,8.0875,129.64,0.0,37.41,44.5,379.88461538461536
2018-11-22,22,11,2018,134.25,303.88,118.15750000000004,31.94,8.07,2.23,28.82,52.96,0.48,191.97,84.28,18.65,4.11,0.0,3,1,310.96153846153845,253.88,10.0875,138.15750000000003,0.0,28.82,31.94,310.96153846153845
2018-11-23,23,11,2018,167.02,305.72,113.57,38.02,5.91,1.44,34.06,51.73,0.8,208.09,88.77,18.39,5.06,0.0,3,1,336.1692307692308,255.72000000000003,7.3875,133.57,0.0,34.06,38.02,336.1692307692308
2018-11-24,24,11,2018,107.03,257.57,87.63,31.98,5.83,1.16,24.76,49.44,1.16,215.25,93.21,17.79,3.96,0.0,3,0,256.76666666666665,207.57,7.2875,107.63,0.0,24.76,31.98,256.76666666666665
2018-11-25,25,11,2018,122.46,262.41,106.47,33.75,7.6,1.49,25.02,54.16,0.62,203.82,88.93,19.06,4.51,0.0,3,0,301.89230769230767,212.41000000000003,9.5,126.47,0.0,25.02,33.75,301.89230769230767
2018-11-26,26,11,2018,223.05,394.76,116.29,42.41,12.16,1.32,33.07,64.66,0.51,194.34,84.23,19.76,4.4,0.0,3,1,379.2692307692308,355.95,15.2,136.29000000000002,0.0,33.07,42.41,379.2692307692308
2018-11-27,27,11,2018,189.7,339.93,91.71,44.44,7.07,3.0304687499999985,29.27,66.12,0.55,173.96,77.0,19.55,6.88,0.0,3,1,353.6153846153846,289.93,8.8375,111.71,0.0,29.27,44.44,353.6153846153846
2018-11-28,28,11,2018,193.9,355.29,94.34,45.85,7.51,2.98,27.11,69.41,0.49,165.77,71.51,19.25,10.47,0.0,3,1,356.84615384615387,306.6125,9.3875,114.34,0.0,27.11,45.85,356.84615384615387
2018-11-29,29,11,2018,184.21,354.98,107.89,44.83,4.87,1.7,25.42,67.58,0.66,204.34,73.73,18.56,8.23,0.0,3,1,349.39230769230767,306.225,6.0875,127.89,0.0,25.42,44.83,349.39230769230767
2018-11-30,30,11,2018,187.01,324.98,109.03,39.65,5.7,1.74,25.29,63.17,0.66,197.44,78.94,18.01,5.74,0.0,3,1,351.54615384615386,274.98,7.125,129.03,0.0,25.29,39.65,351.54615384615386
2018-12-01,1,12,2018,171.3,351.51,99.57,35.29,6.82,2.47,25.74,60.89,0.71,204.15,81.27,18.15,3.54,0.0,0,0,339.46153846153845,301.8875,8.525,119.57,0.0,25.74,35.29,339.46153846153845
2018-12-02,2,12,2018,187.04,335.56,93.66,35.14,7.47,2.73,28.03,62.11,0.48,181.07,78.34,18.98,2.65,0.0,0,0,351.5692307692308,285.56,9.3375,113.66,0.0,28.03,35.14,351.5692307692308
2018-12-03,3,12,2018,216.35,414.64,112.73,37.82,6.6,3.0304687499999985,27.52,62.6,0.51,193.09,76.54,18.24,3.19,0.0,0,1,374.11538461538464,380.79999999999995,8.25,132.73000000000002,0.0,27.52,37.82,380.79999999999995
2018-12-04,4,12,2018,217.52,411.05,115.81,40.38,5.02,1.88,26.04,65.43,0.44,190.6,69.57,17.65,3.9,0.0,0,1,375.0153846153846,376.3125,6.2749999999999995,135.81,0.0,26.04,40.38,376.3125
2018-12-05,5,12,2018,216.44,385.92,100.13,40.44,6.08,0.83,26.03,65.68,0.55,198.35,74.08,17.19,3.78,0.0,0,1,374.18461538461537,344.90000000000003,7.6,120.13,0.0,26.03,40.44,374.18461538461537
2018-12-06,6,12,2018,226.78,411.64,115.07,40.46,5.41,3.0304687499999985,24.64,67.66,0.47,182.71,67.4,16.55,4.15,0.0,0,1,382.13846153846157,377.04999999999995,6.7625,135.07,0.0,24.64,40.46,382.13846153846157
2018-12-07,7,12,2018,224.96,388.61,93.39,41.37,6.43,2.86,24.02,67.92,0.64,198.33,69.65,15.72,4.11,0.0,0,1,380.73846153846154,348.26250000000005,8.0375,113.39,0.0,24.02,41.37,380.73846153846154
2018-12-08,8,12,2018,255.52,416.18,104.03,42.55,5.71,2.64,25.47,67.14,0.45,194.19,68.77,15.8,3.67,0.0,0,0,500.0,382.725,7.1375,124.03,0.0,25.47,42.55,500.0
2018-12-09,9,12,2018,289.51,475.53,110.84,43.38,8.1,3.0304687499999985,26.84,67.4,0.42,181.94,66.34,16.12,3.54,0.0,0,0,500.0,500.0,10.125,130.84,0.0,26.84,43.38,500.0
2018-12-10,10,12,2018,302.5657812499999,516.05,98.11,45.55,5.9,2.55,25.37,72.23,0.6,172.46,57.66,15.8,4.73,0.0,0,1,500.0,500.0,7.375,118.11,0.0,25.37,45.55,500.0
2018-12-11,11,12,2018,302.5657812499999,506.73,99.35,45.56,11.0,3.0304687499999985,35.64,73.88,0.5,155.22,49.5,16.47,5.23,0.01,0,1,500.0,500.0,13.75,119.35,0.0,35.64,45.56,500.0
2018-12-12,12,12,2018,196.67,297.49,80.72,43.31,12.67,2.25,37.57,70.42,0.87,149.47,49.86,15.14,7.04,0.9,0,1,358.9769230769231,247.49,15.8375,100.72,0.0,37.57,43.31,358.9769230769231
2018-12-13,13,12,2018,106.37,197.14,74.15,35.3,13.93,1.86,34.83,67.7,0.58,203.68,69.04,13.73,7.69,0.17,0,1,254.5666666666667,164.76,17.4125,92.6875,0.0,34.83,35.3,254.5666666666667
2018-12-14,14,12,2018,128.76,243.61,77.47,34.55,14.33,1.51,35.07,68.78,0.69,209.45,73.82,12.8,5.08,0.0,0,1,306.73846153846154,195.74,17.9125,96.8375,0.0,35.07,34.55,306.73846153846154
2018-12-15,15,12,2018,136.36,231.52,77.81,34.26,15.0,0.88,35.36,66.3,0.76,214.69,75.17,12.76,3.19,0.0,0,0,312.5846153846154,187.68,18.75,97.2625,0.0,35.36,34.26,312.5846153846154
2018-12-16,16,12,2018,171.05,287.03,81.53,35.32,16.31,1.25,36.81,62.15,0.63,207.77,82.46,12.26,0.58,0.0,0,0,339.2692307692308,237.02999999999997,20.387499999999996,101.53,0.0,36.81,35.32,339.2692307692308
2018-12-17,17,12,2018,227.55,391.15,98.08,39.28,19.33,3.0304687499999985,55.26,64.54,0.58,200.52,67.39,12.25,-0.66,0.0,0,1,382.7307692307692,351.4375,24.162499999999998,118.08,0.0,55.26,39.28,382.7307692307692
2018-12-18,18,12,2018,187.81,323.89,102.59,39.78,24.22,1.5,88.4,53.85,0.87,212.3,98.68,12.27,-2.67,0.0,0,1,352.16153846153844,273.89,30.275,122.59,0.0,88.4,39.78,352.16153846153844
2018-12-19,19,12,2018,182.58,368.86,102.75,38.24,23.78,2.37,89.28,61.45,0.61,202.81,74.53,13.02,-2.89,0.0,0,1,348.13846153846157,323.57500000000005,29.725,122.75,0.0,89.28,38.24,348.13846153846157
2018-12-20,20,12,2018,264.1,421.24,98.83,39.12,21.33,3.0304687499999985,93.36369791666624,63.61,0.47,194.17,72.77,13.39,-2.76,0.0,0,1,500.0,389.05,26.6625,118.83,0.0,93.36369791666624,39.12,500.0
2018-12-21,21,12,2018,302.5657812499999,426.41,100.23,45.47,19.5,3.0304687499999985,93.36369791666624,64.98,0.63,205.94,73.4,11.83,-3.9,0.0,0,1,500.0,395.51250000000005,24.375,120.23,0.0,93.36369791666624,45.47,500.0
2018-12-22,22,12,2018,302.5657812499999,540.46,118.15750000000004,45.11,22.13,3.0304687499999985,93.36369791666624,66.1,0.47,183.11,66.74,12.07,-4.28,0.0,0,0,500.0,500.0,27.6625,138.15750000000003,0.0,93.36369791666624,45.11,500.0
2018-12-23,23,12,2018,302.5657812499999,536.69,85.85,47.53,20.33,2.29,93.36369791666624,70.35,0.58,165.25,63.19,12.22,-0.49,0.0,0,0,500.0,500.0,25.412499999999998,105.85,0.0,93.36369791666624,47.53,500.0
2018-12-24,24,12,2018,302.5657812499999,541.25,98.71,43.77,19.15,3.0304687499999985,93.36369791666624,68.64,0.44,194.06,60.37,11.35,-1.07,0.0,0,1,500.0,500.0,23.937499999999996,118.71,0.0,93.36369791666624,43.77,500.0
2018-12-25,25,12,2018,291.65,412.56,87.68,41.6,15.42,1.21,85.06,68.7,0.69,204.68,63.33,10.51,-3.25,0.0,0,1,500.0,378.2,19.275,107.68,0.0,85.06,41.6,500.0
2018-12-26,26,12,2018,258.48,325.26,90.46,33.67,20.9,2.74,73.61,63.11,0.61,202.68,70.28,11.13,-3.84,0.0,0,1,500.0,275.26,26.125,110.46,0.0,73.61,33.67,500.0
2018-12-27,27,12,2018,273.17,409.72,78.71,29.53,19.11,2.85,76.98,62.45,0.63,196.14,61.88,11.18,-4.31,0.0,0,1,500.0,374.65000000000003,23.8875,98.38749999999999,0.0,76.98,29.53,500.0
2018-12-28,28,12,2018,260.29,386.25,60.62,29.62,19.29,0.66,60.39,64.77,0.91,208.98,64.63,8.97,-4.97,0.0,0,1,500.0,345.3125,24.1125,75.77499999999999,0.0,60.39,29.62,500.0
2018-12-29,29,12,2018,269.62,345.0,59.49,24.61,22.81,1.17,68.87,60.67,0.73,209.31,71.62,10.75,-4.53,0.0,0,0,500.0,295.0,28.5125,74.36250000000001,0.0,68.87,24.61,500.0
2018-12-30,30,12,2018,302.5657812499999,519.41,62.26,25.5,22.24,3.0304687499999985,78.54,62.77,0.51,197.09,70.3,12.56,-3.13,0.0,0,0,500.0,500.0,27.8,77.825,0.0,78.54,25.5,500.0
2018-12-31,31,12,2018,302.5657812499999,522.27,50.98,22.22,20.71,3.01,63.95,61.99,0.66,198.57,71.02,12.02,-2.89,0.0,0,1,500.0,500.0,25.8875,63.724999999999994,0.0,63.95,22.22,500.0
2019-01-01,1,1,2019,302.5657812499999,494.29,49.12,22.61,22.09,2.47,57.25,63.0,0.59,208.5,68.68,11.9,-2.47,0.0,0,1,500.0,500.0,27.6125,61.4,0.0,57.25,22.61,500.0
2019-01-02,2,1,2019,302.5657812499999,500.47,46.59,27.99,22.18,2.36,63.6,68.95,0.63,172.91,62.29,13.33,-0.23,0.0,0,1,500.0,500.0,27.725,58.237500000000004,0.0,63.6,27.99,500.0
2019-01-03,3,1,2019,302.5657812499999,471.43,60.41,30.12,16.34,1.13,41.74,68.81,0.8,211.22,65.46,11.71,0.81,0.0,0,1,500.0,500.0,20.425,75.51249999999999,0.0,41.74,30.12,500.0
2019-01-04,4,1,2019,286.46,431.16,57.16,29.05,19.81,1.18,37.89,72.78,0.66,204.56,50.57,11.29,1.28,0.0,0,1,500.0,500.0,24.762499999999996,71.44999999999999,0.0,37.89,29.05,500.0
2019-01-05,5,1,2019,291.68,438.27,50.93,32.92,18.8,0.53,27.05,67.59,0.99,159.43,63.98,12.55,1.64,0.01,0,0,500.0,500.0,23.5,63.6625,0.0,27.05,32.92,500.0
2019-01-06,6,1,2019,187.12,254.59,53.88,37.51,15.72,1.25,11.57,73.04,0.72,179.42,56.73,11.96,5.08,1.7312499999999995,0,0,351.63076923076926,204.59,19.65,67.35,0.0,11.57,37.51,351.63076923076926
2019-01-07,7,1,2019,184.65,266.77,50.29,36.81,17.49,1.25,13.11,71.91,0.64,213.49,86.22,11.88,5.73,0.12,0,1,349.7307692307692,216.76999999999998,21.862499999999997,62.8625,0.0,13.11,36.81,349.7307692307692
2019-01-08,8,1,2019,174.44,241.23,43.85,31.34,19.87,1.25,17.35,60.72,1.43,219.62,140.82,12.31,3.27,0.0,0,1,341.87692307692305,194.1533333333333,24.8375,54.8125,0.0,17.35,31.34,341.87692307692305
2019-01-09,9,1,2019,128.33,239.76,50.78,26.43,21.82,1.25,16.89,54.08,1.28,211.54,121.01,12.51,0.44,0.0,0,1,306.40769230769234,193.17333333333335,27.275,63.475,0.0,16.89,26.43,306.40769230769234
2019-01-10,10,1,2019,194.69,352.86,58.72,24.29,28.86,1.25,19.31,53.3,1.05,206.22,129.92,13.12,-0.84,0.0,0,1,357.45384615384614,303.57500000000005,36.075,73.4,0.0,19.31,24.29,357.45384615384614
2019-01-11,11,1,2019,302.5657812499999,428.4,83.6,30.92,29.82,1.25,15.07,54.99,0.61,159.15,99.96,13.83,-1.63,0.0,0,1,500.0,398.0,37.275,103.6,0.0,15.07,30.92,500.0
